lon,lat,dh,sigma_dh,h1_interp,h2_interp,time_1,time_2,dt(decimal year),dt (days),sigma_h1,sigma_h2,dh_dx_1,dh_dx_2,n_photons_1,n_photons_2
-149.2138611,69.31792719,-0.129507926,0.018582064,223.1693807,223.0398727,2018.958693,2020.84721,1.888516197,689.308412,0.01001884,0.015649791,-0.010375844,0.004966336,278.5,88
-151.3197924,68.72390878,-0.263051882,0.009240736,496.8347484,496.5716966,2018.971093,2020.810335,1.839241948,671.3233109,0.001394656,0.009134885,0.032561842,-0.030864935,22.5,343.5
-151.2383273,68.96520001,-0.413738423,0.018587267,358.7457648,358.3320264,2018.971092,2020.810335,1.839242185,671.3233975,0.016090065,0.009305714,-0.005551569,0.01769386,118.5,466.5
-151.2627604,68.89916468,-0.052047136,0.089224045,350.9594592,350.9074121,2018.971093,2019.319635,0.348542387,127.2179711,0.08911123,0.004485411,-0.002649893,0.01448957,19.5,114
-151.1126056,69.33519117,-0.140274956,0.029472871,169.6519512,169.5116763,2018.971092,2019.896567,0.925475123,337.7984197,0.029406029,0.001983821,-0.006947073,0.002532349,25,79.5
-151.1198125,69.31459795,-0.007235503,0.033951643,163.3036544,163.2964189,2018.971092,2020.14499,1.173897751,428.472679,0.005564299,0.033492576,-0.00183398,-0.0011769,47.5,15.5
-151.1202623,69.31333489,-0.115507972,0.015262083,166.3840542,166.2685462,2018.971092,2020.64127,1.670178076,609.6149977,0.000221427,0.015260477,0.015136001,-0.004132255,50.5,14
-151.3451537,68.89597494,0.108020006,0.027430478,348.0067163,348.1147363,2018.971093,2019.319635,0.348542373,127.2179663,0.02668814,0.006338322,-0.038131185,0.038173462,27,478
-151.2028704,69.31428564,-0.15103557,0.037997464,166.0583781,165.9073426,2018.971092,2020.14499,1.173897751,428.4726792,0.037225297,0.007621322,0.011296487,-0.017569803,15,42
-151.3036141,69.25573152,-0.045166641,0.038865756,168.5267019,168.4815353,2018.971092,2019.319635,0.34854274,127.2181,0.038719703,0.003366237,-0.038725436,0.035186951,24,497.5
-151.3024745,69.25907219,0.084195772,0.032509517,179.5535195,179.6377153,2018.971092,2019.319635,0.348542754,127.2181052,0.03250419,0.000588528,-0.038781031,0.031335887,20.5,116
-151.3046343,69.25871364,-0.116986522,0.020294334,178.7021607,178.5851742,2018.971092,2019.319635,0.348542732,127.2180971,0.018991369,0.007154571,-0.033574503,0.027151324,78.5,482
-151.3034999,69.26208006,0.249924493,0.036211889,183.4643432,183.7142677,2018.971092,2019.319635,0.348542746,127.2181023,0.03601622,0.003759354,0.021778508,-0.013432371,54,118
-150.7344831,68.71974812,-0.120349292,0.00630141,599.4137347,599.2933854,2018.980579,2019.129677,0.149098167,54.42083109,0.000243523,0.006296702,0.027779086,-0.024179107,135.5,524
-150.7354465,68.72263223,-0.018526084,0.00559787,603.1808074,603.1622813,2018.980579,2019.129677,0.149098175,54.42083404,0.005070536,0.00237188,-0.003526065,0.009493124,136.5,129
-150.7747786,68.83963372,0.041011839,0.004692245,417.0732779,417.1142898,2018.980579,2019.129677,0.149098048,54.42078765,0.001293756,0.004510362,-0.019513578,0.017189489,130.5,424.5
-150.7757821,68.84262315,0.192091679,0.006528923,407.2055293,407.397621,2018.980579,2019.129677,0.149098056,54.42079056,0.006097477,0.00233401,-0.000929543,-0.009110894,121,127
-150.8165779,68.96292745,-0.012515805,0.015330989,311.7427303,311.7302145,2018.980579,2019.129677,0.149097937,54.42074696,0.008096763,0.013018512,-0.023647872,0.018619309,131.5,118.5
-150.9005702,69.20729894,0.131518844,0.024037687,155.5555133,155.6870322,2018.98058,2019.299205,0.318625238,116.298212,0.022530041,0.008379,0.009856777,-0.016150435,132,66.5
-150.9420038,69.32625476,0.061948709,0.012015383,118.570085,118.6320337,2018.98058,2019.299205,0.31862512,116.2981689,0.012011241,0.000315483,0.004948221,0.002785115,122.5,22
-150.771183,68.82892076,-0.143907398,0.007660189,409.5717545,409.4278472,2018.980579,2019.378497,0.397917764,145.2399839,0.002168002,0.00734699,0.005403305,-0.009003015,132.5,299.5
-150.7723321,68.8323413,-0.558713326,0.009604597,420.8627225,420.3040092,2018.980579,2019.378497,0.397917772,145.2399867,0.003989689,0.008736742,0.027819125,-0.031939063,130.5,38
-150.8118925,68.94912108,-0.284882987,0.024657653,347.7217041,347.4368211,2018.980579,2019.378497,0.397917645,145.2399404,0.006758186,0.02371343,0.035336288,-0.033133074,133.5,57
-150.8130057,68.95242393,-0.365650075,0.022758281,353.2513648,352.8857147,2018.980579,2019.378497,0.397917653,145.2399432,0.010246791,0.02032099,-0.022983441,0.01579577,136,78.5
-150.8541857,69.07290563,-0.196522748,0.014565511,255.6727529,255.4762301,2018.980579,2019.378497,0.397917533,145.2398995,0.007070647,0.012734208,0.007665692,0.00208706,123,80
-150.6824725,68.56331187,-0.226563038,0.008759584,775.7219244,775.4953613,2018.980579,2019.45779,0.477210304,174.1817611,0.004651376,0.007422601,-0.044382314,0.038664413,129,17
-150.7217775,68.68155084,-0.350852672,0.01709759,590.91178,590.5609274,2018.980579,2019.457789,0.477210176,174.1817142,0.014603922,0.008891177,-0.018668459,0.015930651,127.5,39.5
-150.7229231,68.68497999,-0.154515023,0.068811953,589.7064163,589.5519013,2018.980579,2019.457789,0.477210184,174.181717,0.006055471,0.068544994,-0.012147213,-0.010935926,130,20
-150.9006984,69.20766763,-0.368777899,0.022406091,155.4716373,155.1028594,2018.98058,2019.796845,0.816265188,297.9367935,0.022238322,0.002736772,-0.010056531,-0.002766348,125,109.5
-150.9432953,69.32992881,-0.311264679,0.000906965,134.0146963,133.7034316,2018.98058,2019.796845,0.816265077,297.9367532,0.000846533,0.000325525,0.001388764,-0.006505167,126.5,321.5
-150.9839801,69.44563081,-0.272083313,0.019727765,108.0438218,107.7717385,2018.98058,2019.796845,0.816264951,297.9367073,0.006943666,0.018465379,-0.005713183,0.011960602,121,96
-150.9852029,69.44908426,-0.275262829,0.009750756,105.7634782,105.4882154,2018.98058,2019.796845,0.816264959,297.93671,0.007966837,0.005621988,0.022300995,-0.020547146,127.5,438
-150.7712534,68.82913408,-0.309003425,0.057148123,409.7714741,409.4624707,2018.980579,2019.876137,0.895557929,326.8786439,0.002643762,0.057086938,0.01201822,-0.014590747,125,35
-150.7723963,68.83253377,-0.349080271,0.0071347,421.4587327,421.1096524,2018.980579,2019.876137,0.895557936,326.8786467,0.006308658,0.003332383,0.027757573,-0.027946601,141.5,149.5
-150.6813679,68.5599878,-0.052097255,0.02260067,784.798896,784.7467988,2018.980579,2019.95543,0.974850404,355.8203975,0.01891271,0.012373346,-0.020976798,0.023857612,131.5,110.5
-150.682547,68.56353537,0.14906197,0.00616648,774.5964358,774.7454978,2018.980579,2019.95543,0.974850412,355.8204002,0.00414094,0.004569255,-0.045750896,0.031321462,130.5,422.5
-150.7217988,68.68161569,-0.302737879,0.006211652,590.7516154,590.4488775,2018.980579,2019.95543,0.974850283,355.8203534,0.001522955,0.006022062,-0.020394933,0.018414979,127.5,123
-150.7229146,68.68495474,-0.362481866,0.013667965,589.7449899,589.382508,2018.980579,2019.95543,0.974850291,355.8203562,0.01155955,0.007293153,-0.012067623,0.000443492,130,508
-150.9330079,69.3005184,-0.140694392,0.008551721,128.299363,128.1586686,2018.98058,2019.97586,0.995280055,363.2772201,0.00472436,0.007128279,-0.004944633,-0.00714726,140.5,116.5
-150.9208934,69.26559756,-0.072057182,0.009371484,146.5485596,146.4765024,2018.98058,2019.97586,0.995280066,363.2772241,0.008475864,0.003998055,-0.024996516,-0.026306154,136,375.5
-150.900468,69.20701116,0.174834339,0.024713933,155.4200924,155.5949268,2018.98058,2020.04554,1.064960303,388.7105106,0.010941735,0.022159805,-0.008983237,0.005300781,133,69.5
-150.9015983,69.21026369,0.213355953,0.002455323,156.9181238,157.1314798,2018.98058,2020.04554,1.064960311,388.7105134,0.00167943,0.001791124,0.014519484,-0.037180174,121.5,301.5
-150.9418503,69.32581157,0.015073463,0.016876257,118.5219885,118.537062,2018.98058,2020.04554,1.064960185,388.7104676,0.002659485,0.016665389,0.000545613,-0.002639801,126.5,58
-150.942992,69.32906425,-0.061002739,0.008292437,133.5038527,133.44285,2018.98058,2020.04554,1.064960193,388.7104704,0.004945644,0.006656209,0.01037533,-0.005087929,128.5,240.5
-150.9836253,69.44463573,-0.117417787,0.007219559,107.8926168,107.775199,2018.98058,2020.04554,1.064960067,388.7104246,0.006617408,0.002886511,0.011117524,-0.006899417,123.5,77
-150.9848413,69.44807434,-0.100704903,0.01609214,104.4700737,104.3693688,2018.98058,2020.04554,1.064960075,388.7104273,0.015736584,0.003364057,-0.007027822,0.013720326,126,301
-150.7709504,68.82821658,-0.096237721,0.013645963,408.9126576,408.8164199,2018.980579,2020.124616,1.14403634,417.573264,0.001300412,0.01358386,0.015392661,-0.011073165,111,119
-150.7720561,68.83151409,-0.195633208,0.012798615,417.880288,417.6846548,2018.980579,2020.124616,1.144036347,417.5732668,0.011389014,0.005839085,0.033352068,-0.034558156,132.5,543
-150.8116215,68.9483292,-0.224634791,0.01279797,344.2585951,344.0339603,2018.980579,2020.124616,1.144036221,417.5732205,0.012520149,0.002652152,0.042039107,-0.04120797,123.5,125
-150.8127179,68.95158285,-0.098472379,0.015294645,354.0992123,354.0007399,2018.980579,2020.124616,1.144036228,417.5732233,0.015003724,0.002968911,-0.005368464,0.000234592,124.5,443.5
-150.8538728,69.07196122,-0.094209618,0.010169869,255.418709,255.3244994,2018.980579,2020.124616,1.144036109,417.5731797,0.010093384,0.001244921,0.007949052,-0.003782986,131.5,525.5
-150.6824169,68.5631449,0.125018513,0.003167514,776.5159864,776.6410049,2018.980579,2020.203692,1.223112413,446.4360307,0.00286096,0.001359431,-0.041359731,0.030849019,124,268
-150.7217445,68.68145116,-0.227612072,0.012228889,591.0853021,590.8576901,2018.980579,2020.203692,1.223112284,446.4359838,0.001121325,0.01217737,-0.014066872,0.010692619,135.5,79.5
-150.7228895,68.68488017,-0.120479138,0.011839147,589.8852552,589.7647761,2018.980579,2020.203692,1.223112292,446.4359866,0.01183757,0.000193232,-0.014455733,0.0047453,134.5,329.5
-150.9374811,69.31332562,-0.117335281,0.009810165,122.8089779,122.6916426,2018.98058,2020.224066,1.24348608,453.8724192,0.006728568,0.007139027,0.001392902,-0.001824021,123.5,112.5
-150.6823912,68.56306783,-0.327430657,0.082211399,776.8756414,776.5482107,2018.980579,2020.451832,1.471252455,537.0071461,0.019669664,0.079823671,-0.039270331,0.026073435,124,15.5
-150.7217392,68.68143527,-0.348800129,0.007505386,591.1106353,590.7618352,2018.980579,2020.451832,1.471252327,537.0070992,0.001810625,0.007283712,-0.01327088,0.0129628,135.5,77.5
-150.7228722,68.68482875,-0.219882479,0.042929857,589.9989414,589.779059,2018.980579,2020.451832,1.471252334,537.007102,0.000212878,0.04292933,-0.017792581,0.003521333,134.5,17
-150.8273473,68.99444042,-0.302757596,0.018730884,248.8774973,248.5747397,2018.980579,2020.472206,1.491626273,544.4435895,0.006226011,0.017665865,-0.005781913,-0.006963721,126,20
-150.9006434,69.20750814,-0.263804309,0.021201885,155.5803344,155.3165301,2018.98058,2020.54182,1.561240682,569.8528488,0.020907316,0.003521937,-0.005632555,-0.0018064,125,87.5
-150.9420699,69.32644214,-0.479102119,0.012910377,118.6564543,118.1773522,2018.98058,2020.54182,1.561240564,569.8528057,0.012909006,0.000188162,0.003260693,0.000504118,127,555.5
-150.9432126,69.32969381,-0.465553227,0.029749064,133.8905678,133.4250146,2018.98058,2020.54182,1.561240571,569.8528086,0.009421516,0.028217758,0.003968157,-0.015739632,128,21.5
-150.9841047,69.44598188,-0.318502501,0.023832329,107.644553,107.3260505,2018.98058,2020.54182,1.561240445,569.8527625,0.008919421,0.022100313,-0.013336709,0.023674791,115,76.5
-150.9852695,69.44927126,-0.413142238,0.053816213,106.2101572,105.797015,2018.98058,2020.54182,1.561240453,569.8527653,0.009258648,0.053013792,0.020542039,-0.017271273,141,19
-150.9006287,69.20746582,-0.094246186,0.025801771,155.5866664,155.4924202,2018.98058,2020.78996,1.809380788,660.4239878,0.017726211,0.018748676,-0.002728481,-0.003110693,126,38
-150.7335314,68.72260015,-0.050291725,0.007178784,601.3106405,601.2603488,2018.980579,2019.129677,0.149098154,54.42082607,0.004972173,0.005178073,-0.003236477,0.01068615,559,536
-150.7344944,68.7254564,0.021841102,0.005918806,597.2584108,597.2802519,2018.980579,2019.129677,0.149098162,54.42082903,0.005528037,0.002114963,-0.019610358,0.025542704,549,132
-150.7738358,68.84245572,0.043809533,0.009308061,407.978369,408.0221786,2018.980579,2019.129677,0.149098035,54.42078263,0.006080611,0.007047424,-0.001216674,-0.000447804,533.5,402.5
-150.7748402,68.84543527,-0.009368782,0.013558829,418.9020612,418.8926924,2018.980579,2019.129677,0.149098043,54.42078555,0.002465239,0.013332833,0.035285598,-0.041413541,582,107
-150.8145658,68.96265285,-0.105275844,0.007167871,312.7870437,312.6817679,2018.980579,2019.129677,0.149097915,54.42073906,0.003674382,0.006154453,-0.023679327,0.023039153,531,465.5
-150.8156394,68.96574332,-0.07111376,0.020094791,308.5870633,308.5159495,2018.980579,2019.129677,0.149097923,54.42074195,0.004931793,0.019480196,-0.00465445,0.006179249,505.5,108.5
-150.7702319,68.83178241,-0.352939088,0.01254731,418.4800576,418.1271185,2018.980579,2019.378497,0.39791775,145.2399789,0.007592246,0.009989634,0.032552237,-0.02850991,541.5,203.5
-150.7713642,68.83521694,-0.22308505,0.003079813,422.9874884,422.7644033,2018.980579,2019.378497,0.397917758,145.2399817,0.002294964,0.002053872,-0.015373123,0.010303526,529,71
-150.8109409,68.95198082,-0.420068266,0.023439745,353.4728207,353.0527525,2018.980579,2019.378497,0.397917631,145.2399353,0.004214095,0.02305782,-0.010392781,0.015318139,486.5,113.5
-150.8120557,68.95527391,-0.384555849,0.008361024,344.3343506,343.9497947,2018.980579,2019.378497,0.397917639,145.2399381,0.002544794,0.007964342,-0.026000185,0.026803257,529,208
-150.8520815,69.07235591,-0.302817601,0.010298517,253.6856124,253.3827948,2018.98058,2019.378497,0.397917511,145.2398917,0.002871546,0.00989008,-0.00646072,0.014752106,519.5,195
-150.8532432,69.07569545,-0.302263028,0.004458848,258.5205929,258.2183299,2018.98058,2019.378497,0.397917519,145.2398945,0.000555911,0.004424058,0.012973905,-0.010588948,490,37
-150.6804221,68.56280301,-0.184955216,0.023334931,782.3612708,782.1763156,2018.980579,2019.45779,0.477210283,174.1817533,0.009522331,0.021303619,-0.040080515,0.025584585,516,64.5
-150.7208277,68.68443651,-0.316672606,0.00526696,592.4868521,592.1701794,2018.980579,2019.457789,0.477210162,174.1817092,0.004397821,0.002898282,-0.010611916,0.015533139,546.5,31
-150.7219776,68.68787781,-0.221260581,0.038947718,588.6444005,588.42314,2018.980579,2019.457789,0.47721017,174.181712,0.005235465,0.038594231,-0.001083125,0.013477026,546,15.5
-150.9411909,69.32933752,-0.268051165,0.012894245,133.297075,133.0290239,2018.98058,2019.796845,0.816265056,297.9367454,0.002965234,0.012548662,0.011754902,-0.010836617,510.5,111.5
-150.9423504,69.33264616,-0.30871383,0.010832752,132.6370116,132.3282978,2018.98058,2019.796845,0.816265064,297.9367482,0.003510188,0.010248273,-0.002215322,-0.007017896,521.5,321
-150.9830339,69.44837002,-0.177123756,0.008024019,103.3098609,103.1327371,2018.98058,2019.796845,0.816264938,297.9367023,0.005426781,0.005910577,0.003028364,-0.004568532,479.5,87
-150.9842678,69.45184159,-0.494658669,0.004377702,103.4161676,102.921509,2018.98058,2019.796845,0.816264945,297.936705,0.003222458,0.002963113,-0.029600917,0.027984067,502,447.5
-150.7702952,68.8319735,-0.116912363,0.027039175,419.1745989,419.0576865,2018.980579,2019.876137,0.895557915,326.8786389,0.006271165,0.026301891,0.033437075,-0.030387903,536,43
-150.771429,68.83540624,-0.371090095,0.003336825,422.6541549,422.2830648,2018.980579,2019.876137,0.895557922,326.8786417,0.001943686,0.002712284,-0.016784401,0.011875668,521.5,141.5
-150.6804344,68.5628414,-0.334794906,0.009569582,782.1825844,781.8477895,2018.980579,2019.95543,0.97485039,355.8203925,0.00504505,0.008131689,-0.040653225,0.027025191,516,112.5
-150.7208531,68.68451061,-0.213258653,0.014699865,592.3913098,592.1780512,2018.980579,2019.95543,0.974850269,355.8203483,0.003583643,0.014256351,-0.011809436,0.013659844,534.5,107.5
-150.7219731,68.68786425,-0.249887919,0.007486972,588.6457571,588.3958692,2018.980579,2019.95543,0.974850277,355.8203511,0.006357955,0.003953626,-0.001179865,-0.003357749,546,467
-150.9350554,69.31189935,-0.05955188,0.010846184,124.4595476,124.3999957,2018.98058,2019.97586,0.995280044,363.2772161,0.00418736,0.010005285,0.00083421,0.00379556,493,104.5
-150.9409041,69.32854729,-0.186729556,0.003938423,131.8511263,131.6643968,2018.98058,2020.04554,1.064960172,388.7104626,0.002495358,0.003047024,0.023148428,-0.018072061,512,60.5
-150.9420465,69.33176122,0.107252201,0.010206812,133.7337781,133.8410303,2018.98058,2020.04554,1.064960179,388.7104654,0.002052667,0.009998279,-0.014783556,0.010195607,504.5,244.5
-150.9826827,69.44734219,-0.048040156,0.011115197,103.2040762,103.156036,2018.98058,2020.04554,1.064960054,388.7104196,0.000551556,0.011101504,-0.006441669,0.012283253,500.5,84
-150.983901,69.45080119,-0.025109351,0.005644426,106.7514637,106.7263543,2018.98058,2020.04554,1.064960061,388.7104223,0.004823282,0.002931809,-0.017778274,0.017815588,495,309.5
-150.7699931,68.83105221,-0.229485022,0.013168868,415.5431628,415.3136778,2018.980579,2020.124616,1.144036326,417.573259,0.006305268,0.011561257,0.036520837,-0.034216756,552.5,146.5
-150.8106617,68.95116295,-0.148888929,0.003042246,353.6331962,353.4843072,2018.980579,2020.124616,1.144036207,417.5732155,0.003017909,0.000384041,0.00872129,-0.006137022,538,107.5
-150.811767,68.95442986,-0.090823788,0.003993903,347.4840939,347.3932702,2018.980579,2020.124616,1.144036214,417.5732183,0.001337893,0.003763151,-0.029584548,0.028709524,541,421.5
-150.8517768,69.07147738,-0.135842719,0.004125372,253.0900874,252.9542447,2018.98058,2020.124616,1.144036087,417.5731719,0.003556003,0.0020913,0.004361047,0.000696241,545.5,126.5
-150.8529292,69.07479576,-0.150559573,0.001443365,257.0656319,256.9150724,2018.98058,2020.124616,1.144036095,417.5731747,0.001426069,0.000222777,0.010153592,-0.004046382,542,489
-150.6804234,68.56280714,0.155713205,0.024479694,782.3420611,782.4977743,2018.980579,2020.203692,1.223112391,446.4360228,0.009041001,0.022748972,-0.040142084,0.022121479,516,84
-150.7207979,68.68434979,-0.226781677,0.015721477,592.5772318,592.3504501,2018.980579,2020.203692,1.223112271,446.4359788,0.002161548,0.015572172,-0.009295307,0.00867133,546.5,88
-150.7219494,68.68779192,-0.127294963,0.008016663,588.657509,588.530214,2018.980579,2020.203692,1.223112278,446.4359816,0.002350153,0.007664442,-0.001563975,-0.004874192,559,328.5
-150.6803289,68.56250937,-0.339681797,0.005134527,783.6401536,783.3004718,2018.980579,2020.451832,1.471252434,537.0071383,0.002228271,0.004625817,-0.036056095,0.017578205,539,42.5
-150.7207867,68.68431715,-0.302809477,0.014339194,592.6112586,592.3084491,2018.980579,2020.451832,1.471252313,537.0070942,0.004631064,0.013570768,-0.008799621,0.008620563,546.5,88
-150.7219287,68.68772892,-0.245958378,0.002888295,588.668551,588.4225926,2018.980579,2020.451832,1.47125232,537.0070969,0.002743048,0.000904398,-0.001874926,-0.005863722,559,18.5
-150.8482197,69.06107711,-0.212771257,0.007450228,215.6901849,215.4774137,2018.980579,2020.472206,1.491626251,544.4435815,0.001719362,0.007249116,-0.003754758,-0.002295654,529,49.5
-150.9411304,69.3291715,-0.329955051,0.019778677,133.0714365,132.7414814,2018.98058,2020.54182,1.56124055,569.8528008,0.003333875,0.019495675,0.012355842,-0.011143161,510,61
-150.9831665,69.44874063,-0.510413506,0.004519345,104.1014981,103.5910845,2018.98058,2020.54182,1.561240431,569.8527575,0.003160456,0.003230479,0.026944915,-0.030919084,488.5,113
-150.9843221,69.45199145,-0.331603374,0.091378399,102.9210923,102.5894889,2018.98058,2020.54182,1.561240439,569.8527603,0.000917042,0.091373797,-0.028095059,0.030090927,501.5,14.5
-150.8107824,68.95152463,-0.529813326,0.007596588,353.740375,353.2105617,2018.980579,2020.620896,1.640316552,598.7155417,0.003149856,0.006912782,-0.004101054,-0.001594167,504,29
-150.6937929,68.83965546,-0.076543807,0.016428219,457.0684497,456.9919059,2018.980579,2019.129677,0.149098049,54.42078797,0.015299023,0.005985506,-0.014830307,0.004059795,134.5,508.5
-150.6947463,68.8425444,-0.198875875,0.014871738,452.3873556,452.1884797,2018.980579,2019.129677,0.149098057,54.42079092,0.005800959,0.013693701,-0.025043204,0.022090562,134.5,104
-150.7340753,68.95990556,-0.044960643,0.011652318,270.5796259,270.5346653,2018.980579,2019.129677,0.14909793,54.4207444,0.011527813,0.001698833,-0.006376992,0.004161363,122,291
-150.7350783,68.96288438,0.173398705,0.014459109,268.5493327,268.7227314,2018.980579,2019.129677,0.149097938,54.42074732,0.014031233,0.003491468,-0.004217962,0.00112046,124.5,113
-150.8590895,69.32624424,-0.169343282,0.034395634,168.1082026,167.9388593,2018.98058,2019.299205,0.318625121,116.2981692,0.015110901,0.030898548,0.003700086,-0.001886257,116.5,35.5
-150.9005357,69.44544527,-0.182437075,0.036132898,150.5844072,150.4019701,2018.98058,2019.299205,0.318625003,116.298126,0.004747243,0.035819687,-0.002697998,0.004006498,127,23.5
-150.9016829,69.44873822,-0.031548864,0.08383122,145.0838046,145.0522558,2018.98058,2019.299205,0.31862501,116.2981288,0.011415097,0.0830504,-0.009968779,0.009142246,120,17.5
-150.7304725,68.94914104,-0.342493636,0.013239574,278.3752427,278.032749,2018.980579,2019.378497,0.397917646,145.2399407,0.006821473,0.011346974,-0.008308693,0.001164316,122.5,77.5
-150.7711744,69.06962379,-0.372973108,0.014087301,230.987402,230.6144288,2018.980579,2019.378497,0.397917526,145.239897,0.013807029,0.002796066,0.003099817,-0.010712313,116.5,115
-150.7722878,69.07292422,-0.268390508,0.012412946,223.4781422,223.2097517,2018.980579,2019.378497,0.397917534,145.2398998,0.009884479,0.00750855,-0.000502319,-0.016533217,128.5,53.5
-150.8123035,69.19029033,-0.211326883,0.0064213,206.5490988,206.3377719,2018.98058,2019.378497,0.397917406,145.2398533,0.004959835,0.004078374,-0.031552444,0.023432874,132.5,299.5
-150.8134582,69.19366374,-0.265715993,0.013820703,217.9160883,217.6503724,2018.98058,2019.378497,0.397917414,145.2398561,0.00149818,0.013739261,-0.011270028,0.006412938,134,76
-150.6013704,68.55983568,-0.372353153,0.047829038,606.0035037,605.6311505,2018.980579,2019.45779,0.477210298,174.1817587,0.003844279,0.047674295,-0.026097314,0.032977325,106,74
-150.6024856,68.56321178,-0.23901419,0.012649356,600.9724261,600.7334119,2018.980579,2019.45779,0.477210306,174.1817615,0.005085159,0.0115822,-0.000687218,0.016248263,116,21
-150.6424796,68.6849037,-0.193821546,0.093011816,465.3544244,465.1606028,2018.980579,2019.457789,0.477210185,174.1817174,0.003472522,0.092946972,0.002989074,0.011430244,125,18.5
-150.6817927,68.80349066,-0.267434417,0.035310229,451.0857973,450.8183629,2018.980579,2019.457789,0.477210056,174.1816704,0.017162633,0.030858651,0.00738061,0.006762815,127,25.5
-150.8752189,69.37256766,-0.445137937,0.016014946,151.8915053,151.4463673,2018.98058,2019.72704,0.746460064,272.4579233,0.01255768,0.009938972,0.001620936,0.0007166,106,98
-150.8592236,69.3266301,-0.406183337,0.012639955,167.8924036,167.4862202,2018.98058,2019.796845,0.816265071,297.9367508,0.012610601,0.000860936,-0.013891483,0.007441258,114,112
-150.8603534,69.32987335,-0.338184785,0.007436398,165.7763895,165.4382047,2018.98058,2019.796845,0.816265078,297.9367536,0.004053332,0.006234622,0.001869603,-0.002471243,127.5,452.5
-150.9006589,69.44579608,-0.3803203,0.010270993,150.3744634,149.9941431,2018.98058,2019.796845,0.816264952,297.9367076,0.006759152,0.007733509,-0.008188432,0.008172909,116.5,112
-150.9018221,69.44912894,-0.420863788,0.016416772,144.8067988,144.3859351,2018.98058,2019.796845,0.81626496,297.9367104,0.013872276,0.008778972,-0.009815491,0.005187533,119.5,370.5
-150.602533,68.56335701,-0.209162786,0.019423604,600.9151002,600.7059374,2018.980579,2019.95543,0.974850413,355.8204006,0.0179002,0.007540505,-0.003209693,0.00795693,112,420
-150.6413523,68.68149804,-0.220317445,0.006085925,467.205309,466.9849916,2018.980579,2019.95543,0.974850284,355.8203538,0.004884858,0.003629964,-0.005154055,0.008920837,123.5,102.5
-150.6425328,68.68506333,-0.227974963,0.009552831,465.3137438,465.0857688,2018.980579,2019.95543,0.974850292,355.8203565,0.005301883,0.007946484,-0.003814403,-0.00148963,124.5,319.5
-150.6817795,68.80345133,-0.056897895,0.014301719,451.0401009,450.983203,2018.980579,2019.95543,0.974850163,355.8203096,0.014141033,0.002137834,0.008501398,0.003679661,128,106.5
-150.8397382,69.26996662,-0.125752876,0.018820742,182.8320156,182.7062627,2018.98058,2019.97586,0.995280066,363.2772241,0.01628723,0.009431144,0.01923089,0.01693914,119,467.5
-150.8589247,69.32576851,-0.081349127,0.01319598,168.0249164,167.9435673,2018.98058,2020.04554,1.064960186,388.710468,0.006549053,0.011456168,0.000517687,-0.003437349,115,74.5
-150.8600599,69.32901317,-0.045995809,0.000973829,165.9554949,165.9094991,2018.98058,2020.04554,1.064960194,388.7104708,0.00079752,0.000558842,-0.004367086,0.007258738,108,287
-150.9003202,69.44483349,-0.191541338,0.011463893,150.6790631,150.4875218,2018.98058,2020.04554,1.064960068,388.7104249,0.011451243,0.000538406,0.002483826,-0.00231737,111,85
-150.9014552,69.44809787,-0.100607598,0.010963023,146.2030679,146.1024603,2018.98058,2020.04554,1.064960076,388.7104277,0.009972959,0.004552798,-0.019146807,0.017849567,111,284
-150.942105,69.56397244,-0.134073778,0.019319815,65.30026246,65.16618868,2018.98058,2020.04554,1.06495995,388.7103817,0.015146597,0.011993158,-0.005000677,-0.000973746,115,68.5
-150.7301976,68.94831873,-0.05387987,0.013789195,278.6123156,278.5584358,2018.980579,2020.124616,1.144036222,417.5732209,0.011875325,0.007008463,0.000886099,-0.001515723,115.5,131
-150.7313024,68.95163023,-0.055166891,0.00704385,276.366181,276.3110141,2018.980579,2020.124616,1.144036229,417.5732236,0.006460255,0.002807298,-0.001891145,0.001812811,130.5,494
-150.7708949,69.06877959,0.045683606,0.021410274,229.8426992,229.8883828,2018.980579,2020.124616,1.144036102,417.5731772,0.008503175,0.019649322,0.040040583,-0.041960527,135,133
-150.8120059,69.1894194,-0.046286997,0.006623918,207.9525222,207.9062352,2018.98058,2020.124616,1.144035982,417.5731336,0.006388611,0.001749839,-0.009460753,0.008084497,110,130.5
-150.8131402,69.19272508,-0.049225399,0.007529114,219.238348,219.1891226,2018.98058,2020.124616,1.14403599,417.5731364,0.007412779,0.001318432,-0.013259842,0.011364052,131,516.5
-150.6013677,68.55982768,0.146303138,0.030929308,606.0296043,606.1759075,2018.980579,2020.203692,1.223112406,446.4360283,0.006703588,0.030194106,-0.024817014,0.020921509,106,56
-150.6024091,68.56297668,0.166625826,0.027271369,600.8610423,601.0276681,2018.980579,2020.203692,1.223112414,446.4360311,0.024044036,0.01286903,0.0139938,0.00098728,119.5,302
-150.6413719,68.68155717,0.312732306,0.013339219,467.1661663,467.4788986,2018.980579,2020.203692,1.223112285,446.4359842,0.004278904,0.012634308,-0.006277108,0.001399481,123.5,91
-150.6424256,68.68474179,-0.119375622,0.02172118,465.1298949,465.0105193,2018.980579,2020.203692,1.223112293,446.435987,0.003089107,0.021500398,0.025727165,-0.030143887,124,238
